"book_id","goodreads_book_id","isbn","authors","title","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","top_1","top_2","top_3","top_4","top_5"
8854,95602,"842339523","Francine Rivers","Mark of the Lion Trilogy",4.76,9081,9547,731,27,61,323,1363,7773,"christian-fiction","historical-fiction","christianity","fiction","romance"
8855,198863,"753510995","Richard Branson","Screw It, Let's Do It: Lessons In Life",3.93,7866,9297,569,137,524,2176,3490,2970,"business","biography","non-fiction","self-help","business"
8856,25052,"64401510","Betty MacDonald, Alexandra Boiger","Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle, #2)",4.17,11756,12382,235,263,468,2137,3591,5923,"children","children","fiction","children","children"
8857,6328,"142302260","Roald Dahl, Quentin Blake","Revolting Rhymes",4.13,12674,13961,627,94,529,2742,4635,5961,"poetry","children","children","fiction","children"
8858,459386,"312983603","Val McDermid","The Mermaids Singing (Tony Hill & Carol Jordan, #1)",3.98,11562,13490,783,257,575,2701,5574,4383,"mystery","crime","thriller","fiction","val-mcdermid"
8859,121715,"60653205","C.S. Lewis","The Weight of Glory",4.41,9835,10668,588,51,152,1144,3322,5999,"non-fiction","c-s-lewis","theology","christianity","christianity"
8860,114141,"515122734","Nora Roberts","Sanctuary",3.87,14219,15487,405,173,865,4365,5505,4579,"nora-roberts","romance","romantic-suspense","fiction","mystery"
8861,241934,"345454944","Robert Crais","Sunset Express (Elvis Cole, #6)",4.17,10496,11603,285,60,167,1915,5095,4366,"mystery","robert-crais","fiction","crime","thriller"
8862,23355896,"698193032","J.R. Ward","The Bourbon Kings (The Bourbon Kings, #1)",3.87,11476,14619,2200,575,1041,3046,5051,4906,"romance","contemporary-romance","contemporary","fiction","j-r-ward"
8863,296298,"449214729","Alistair MacLean","The Guns of Navarone",4.12,11501,12237,254,47,282,2376,5032,4500,"fiction","thriller","war","historical-fiction","adventure"
8864,3762,"142003255","Ian Fleming","On Her Majesty's Secret Service (James Bond, #11)",3.94,11612,13203,488,111,551,3350,5231,3960,"fiction","james-bond","thriller","espionage","spy"
8865,239509,"671733419","Robin Norwood","Women Who Love Too Much: When You Keep Wishing and Hoping He'll Change",3.98,7903,9299,299,215,573,2093,2720,3698,"self-help","non-fiction","psychology","non-fiction","relationships"
8866,1251032,"1423101952","Perry Moore","Hero",3.88,13464,14568,1386,431,1100,3332,4655,5050,"young adult","lgbtq","fantasy","young adult","superheroes"
8867,41918,"385265565","Alex Kotlowitz","There are No Children Here: The Story of Two Boys Growing Up in the Other America",4.25,10312,10655,764,68,267,1448,4043,4829,"non-fiction","non-fiction","sociology","chicago","education"
8868,16333,"2310015","Agatha Christie","At Bertram's Hotel (Miss Marple, #11)",3.7,14221,17292,795,190,1322,5822,6163,3795,"mystery","agatha-christie","fiction","crime","mystery"
8869,24465724,"8143676","Kiera Cass","Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",4.22,15230,18380,1872,153,532,3004,6186,8505,"young adult","romance","dystopian","young adult","dystopian"
8870,119247,"142400580","John D. Fitzgerald, Mercer Mayer","The Great Brain (Great Brain #1)",4.16,13422,13870,776,242,389,2297,4876,6066,"children","fiction","children","children","children"
8871,1891296,"1846164257","Chris d'Lacey","The Fire Eternal (The Last Dragon Chronicles, #4)",3.99,11259,11798,329,284,813,2464,3427,4810,"fantasy","dragons","young adult","fiction","my-books"
8872,107773,"743430336","Julie Garwood","Mercy (Buchanan-Renard, #2)",4.11,14108,15678,432,106,494,3072,5936,6070,"romance","julie-garwood","romantic-suspense","contemporary","mystery"
8873,269795,"749391685","Roddy Doyle","The Commitments",3.95,11215,12070,403,98,448,2740,5491,3293,"fiction","irish","music","ireland","humour"
8874,6855294,"385526350","Chuck Palahniuk","Tell-All",2.84,9733,11055,945,1274,2913,4045,1961,862,"fiction","chuck-palahniuk","contemporary","palahniuk","general"
8875,170529,"689855532","Sonya Sones","What My Mother Doesn't Know (What My Mother Doesn't Know #1)",3.83,12388,13332,1457,336,1052,3440,4266,4238,"young adult","poetry","young adult","romance","realistic-fiction"
8876,6691426,"670021474","Danielle Trussoni","Angelology (Angelology, #1)",3.41,12377,14808,2352,1010,2093,4451,4372,2882,"fantasy","fiction","angels","paranormal","thriller"
8877,67657,"375751114","Paula H. Deen, John Berendt","The Lady & Sons Savannah Country Cookbook",4,10026,10067,63,322,562,2115,2885,4183,"food","food","food","non-fiction","cook-books"
8878,23885,"60751576","Gabriel García Márquez, J.S. Bernstein","No One Writes to the Colonel and Other Stories",3.86,10480,10918,268,122,544,2956,4465,2831,"fiction","short-stories","latin-america","magical-realism","classics"
8879,158141,"671723227","Nicholas Pileggi","Wiseguy",4.14,8715,10204,454,76,261,1780,4105,3982,"non-fiction","crime","true-crime","biography","mafia"
8880,22420,"1563897229","Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart","Transmetropolitan, Vol. 5: Lonely City (Transmetropolitan, #5)",4.4,10390,11045,156,153,242,1092,3134,6424,"graphic novels","comics","graphic-novel","science fiction","fiction"
8881,15762186,"307959880","Kent Haruf","Benediction (Plainsong, #3)",3.97,10214,12221,2033,160,559,2551,5137,3814,"fiction","literary-fiction","colorado","audio","family"
8882,300905,"9643113442","عباس معروفی","سمفونی مردگان",4.08,6980,7410,590,173,321,1272,2584,3060,"novel","رمان","fiction","persian","literature"
8883,420739,"671019708","Linda Howard","After the Night",4.1,17345,18642,936,293,806,3342,6560,7641,"romance","romantic-suspense","contemporary-romance","contemporary","linda-howard"
8884,6193923,"230015913","Chelsea Cain","Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",4.03,10884,12383,948,125,468,2654,4832,4304,"mystery","thriller","fiction","crime","suspense"
8885,22635858,"62333003","Cynthia Swanson","The Bookseller",3.66,9818,12244,1881,238,1007,3806,4831,2362,"fiction","historical-fiction","fantasy","historical","adult-fiction"
8886,925367,"312965338","Anatoli Boukreev, G. Weston DeWalt","The Climb: Tragic Ambitions on Everest",3.89,9584,10292,504,126,473,2672,4148,2873,"non-fiction","adventure","mountaineering","non-fiction","travel"
8887,15810910,"451465105","Django Wexler","The Thousand Names (The Shadow Campaigns, #1)",4.04,9926,11806,915,147,424,2075,5316,3844,"fantasy","science fiction","fiction","science fiction","military"
8888,246546,"1406501069","Louisa May Alcott","An Old-Fashioned Girl",4.05,12818,15032,709,236,700,3126,4944,6026,"classics","historical-fiction","children","young adult","children"
8890,836606,"1591826047","Natsuki Takaya, Alethea Nibley, Athena Nibley","Fruits Basket, Vol. 2",4.34,15859,16106,394,96,382,2234,4568,8826,"graphic novels","mangá","fantasy","graphic novels","romance"
8891,51364,"60859512","Bart D. Ehrman","Misquoting Jesus: The Story Behind Who Changed the Bible and Why",3.91,10075,11242,1013,360,548,2307,4596,3431,"non-fiction","history","non-fiction","christianity","theology"
8893,13658,"044101125X","Ursula K. Le Guin","The Other Wind (Earthsea Cycle, #6)",4.06,11325,13218,597,97,467,2734,5203,4717,"fantasy","fiction","young adult","dragons","science fiction"
8894,6497645,"739329189","Steve Berry, Scott Brick","The Paris Vendetta (Cotton Malone, #5)",3.9,11263,13095,664,122,586,3329,5477,3581,"thriller","steve-berry","fiction","mystery","historical-fiction"
8895,22535533,"62377183","Anthony Horowitz","Moriarty (Sherlock Holmes #2)",3.74,8376,11810,1809,186,854,3323,4910,2537,"mystery","fiction","historical-fiction","crime","sherlock-holmes"
8896,82397,"198320043","William Shakespeare, Roma Gill, Robert          Jackson","Richard II",3.76,10265,14124,628,261,1201,4043,4807,3812,"plays","classics","fiction","classics","historical-fiction"
8897,774060,"380756277","Johanna Lindsey","Prisoner of My Desire",4.06,13391,13982,325,230,626,2921,4446,5759,"romance","romance","historical","johanna-lindsey","medieval"
8898,80631,"743454154","Greg Iles","Blood Memory",4.09,10938,12308,776,81,370,2287,5148,4422,"mystery","fiction","thriller","greg-iles","suspense"
8899,119239,"140424504","George Gordon Byron, Peter J. Manning, Susan J. Wolfson","Selected Poems",4.05,10630,11313,57,132,505,2446,3845,4385,"poetry","classics","romanticism","classics","british"
8900,18089975,"62083392","Laura Lippman","After I'm Gone",3.61,10905,12667,1548,278,946,4264,5106,2073,"mystery","fiction","audio","mystery","thriller"
8901,3925836,"297853260","Jennifer Worth","Shadows of the Workhouse",4.12,8094,13532,1272,111,343,2380,5680,5018,"non-fiction","memoir","history","non-fiction","biography"
8902,47780,"159448144X","Anna Gavalda, Alison Anderson","Hunting and Gathering",4.1,7318,12882,1078,194,609,2182,4618,5279,"paris","literary-fiction","fiction","german","read-in-german"
8903,762462,"743200403","Peter Lynch, John Rothchild","One Up On Wall Street: How To Use What You Already Know To Make Money In The Market",4.12,10563,11264,315,161,390,2020,4103,4590,"investing","business","non-fiction","investment","finance"
8904,422452,"1857230310","Iain M. Banks","Against a Dark Background",4.09,10679,12195,350,104,422,2267,4877,4525,"science fiction","science fiction","fiction","science fiction","science fiction"
8905,7897620,"1400065933","Fannie Flagg","I Still Dream About You",3.55,11230,13971,2183,377,1490,4815,4671,2618,"fiction","fannie-flagg","chick-lit","humor","audio"
8906,2677,"486287599","Jonathan Swift","A Modest Proposal and Other Satirical Works",4.04,12499,12988,168,141,514,2764,4782,4787,"fiction","humor","satire","classics","non-fiction"
8907,60551,"679723005","Alan W. Watts","The Book on the Taboo Against Knowing Who You Are",4.28,9811,10587,554,109,340,1416,3335,5387,"philosophy","non-fiction","spirituality","psychology","non-fiction"
8908,85679,"155970361X","Bertolt Brecht, David Hare","Mother Courage and Her Children",3.66,9705,12086,252,392,1260,3369,4096,2969,"plays","drama","classics","german","theatre"
8909,10357792,"62076116","Jeaniene Frost","Up from the Grave (Night Huntress, #7)",4.28,19059,22035,2229,145,563,2979,7543,10805,"vampires","paranormal","urban-fantasy","romance","romance"
8910,1210754,"1599901099","Jessica Day George","Sun and Moon, Ice and Snow",3.97,17095,17927,1868,221,902,4165,6556,6083,"fantasy","young adult","fairy-tales","young adult","romance"
8912,7203669,"1439166641","Nic Pizzolatto","Galveston",3.72,7601,9871,1027,187,699,2813,4192,1980,"fiction","crime","mystery","noir","thriller"
8913,12065943,"61953385","Mac Barnett, Jon Klassen","Extra Yarn (E. B. White Read-Aloud Award. Picture Books)",4.07,12679,12711,1297,342,732,2174,3913,5550,"picture-books","picture-book","children","children","children"
8914,10306358,"547576722","Justin Torres","We the Animals",3.61,10616,11748,1820,440,1248,3282,4292,2486,"fiction","short-stories","lgbtq","contemporary","coming-of-age"
8915,2067,"067003472X","Daniel C. Dennett","Breaking the Spell: Religion as a Natural Phenomenon",3.89,8381,9366,383,312,573,2006,3457,3018,"philosophy","religion","non-fiction","science","atheism"
8916,765427,"140422072","Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell","The Faerie Queene",3.55,13239,13761,287,623,1643,4245,4017,3233,"poetry","classics","fantasy","fiction","literature"
8917,8142508,"1414334095","Francine Rivers","Her Daughter's Dream (Marta's Legacy, #2)",4.34,10703,11795,737,67,269,1426,3808,6225,"christian-fiction","fiction","christianity","historical-fiction","francine-rivers"
8919,17225311,"62280562","Alissa Nutting","Tampa",3.34,9662,12225,2619,806,1639,4018,4130,1632,"fiction","contemporary","adult","read-in-2013","crime"
8920,25148,"671027638","Arthur Nersesian","The Fuck-Up",3.56,8980,9164,389,381,1048,2863,2845,2027,"fiction","contemporary","humor","contemporary-fiction","nyc"
8921,105744,"976165910","Steve Alten","Meg (MEG, #1)",3.76,9946,11419,697,370,1005,2996,3695,3353,"horror","fiction","thriller","science fiction","science fiction"
8922,289695,"803731558","Frank Beddor","Seeing Redd (The Looking Glass Wars, #2)",3.85,14540,15711,1116,230,1020,4157,5798,4506,"fantasy","young adult","young adult","fiction","adventure"
8923,126583,"375719202","John O'Hara","Appointment in Samarra",3.83,10663,11420,603,279,802,2811,4251,3277,"fiction","classics","modern-library-100","literature","classics"
8924,833550,"067088278X","Janet Ahlberg, Allan Ahlberg","Each Peach Pear Plum",4.24,12747,13148,431,161,479,2196,3564,6748,"picture-books","children","children","children","children"
8925,17255186,"988262592","Gene Kim, Kevin Behr, George Spafford","The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",4.24,7311,11237,1177,73,292,1493,4354,5025,"business","fiction","non-fiction","it","tech"
8926,17287009,"1250038820","Brandon Stanton","Humans of New York",4.5,12614,12865,1301,93,183,1102,3348,8139,"non-fiction","photography","non-fiction","art","new-york"
8927,10508526,"547548109","Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket","The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales",3.91,13207,13334,561,543,996,2969,3477,5349,"short-stories","fantasy","fiction","children","young adult"
8928,47304,"038549422X","Erin Gruwell, Zlata Filipović, The Freedom Writers","The Freedom Writers Diary",4.09,10567,12078,1437,175,564,2238,4124,4977,"non-fiction","teaching","biography","memoirs","young adult"
8929,2120783,"039306235X","Fareed Zakaria","The Post-American World",3.86,8753,10392,1013,159,516,2529,4598,2590,"non-fiction","politics","international-relations","non-fiction","history"
8930,1823,"743233212","Jon Ronson","Them: Adventures with Extremists",3.94,9081,11362,833,71,394,2648,5284,2965,"non-fiction","non-fiction","politics","humor","journalism"
8931,15161,"1596912510","Susanna Clarke, Charles Vess","The Ladies of Grace Adieu and Other Stories",3.85,12150,14037,1196,197,783,3620,5768,3669,"fantasy","short-stories","fiction","historical-fiction","magic"
8932,8281069,"1440503257","Dinah Bucholz","The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook)",4.1,10643,11111,268,304,650,2114,2578,5465,"food","non-fiction","food","food","food"
8933,22609522,"147675571X","Bill Browder","Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",4.39,8729,12693,1398,117,239,1213,4157,6967,"non-fiction","non-fiction","russia","politics","biography"
8934,621,"767923820","David Bach","The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich",3.9,10091,10676,508,211,664,2680,3567,3554,"finance","non-fiction","finance","business","finance"
8935,9415951,"316094617","Cat Patrick","Forgotten",3.79,14045,16681,2272,385,1420,4329,5718,4829,"young adult","romance","young adult","fantasy","paranormal"
8936,13153693,"385529988","Jill Leovy","Ghettoside: A True Story of Murder in America",4.12,8969,10548,1433,114,383,1674,4345,4032,"non-fiction","non-fiction","true-crime","crime","history"
8937,227570,"1857933362","Terry Jones, Brian Froud","Lady Cottington's Pressed Fairy Book",3.99,11518,12272,204,379,761,2556,3442,5134,"fantasy","art","fiction","humor","faeries"
8938,18404248,"1250034604","Chevy Stevens","That Night",3.92,11318,12955,1846,217,755,2804,5259,3920,"mystery","fiction","thriller","suspense","mystery"
8939,1331653,"753821788","Paul Torday","Salmon Fishing in the Yemen",3.51,9299,10819,1345,285,1086,3823,4102,1523,"fiction","contemporary","middle-east","humour","humor"
8940,392563,"374249393","Alex  Ross","The Rest Is Noise: Listening to the Twentieth Century",4.08,9316,10007,611,381,497,1471,3236,4422,"music","non-fiction","history","non-fiction","art"
8942,9403947,"1599908441","Trish Doller","Something like Normal",3.81,15206,15769,1604,415,1124,4073,5517,4640,"young adult","romance","new-adult","contemporary","young adult"
8943,18213403,"162779073X","Glenn Greenwald","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",4.08,8366,10364,1130,170,381,1772,4188,3853,"non-fiction","politics","non-fiction","history","technology"
