"book_id","goodreads_book_id","authors","title","average_rating","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","image_url","top_1","top_2","top_3","top_4","top_5"
7494,17726978,"Mark  Edwards","The Magpies",4,455,1174,3560,5385,4328,"https://images.gr-assets.com/books/1364934901m/17726978.jpg","thriller","horror","mystery","fiction","suspense"
7495,669780,"Tayeb Salih, Denys Johnson-Davies","Season of Migration to the North",3.5,623,1184,3205,4418,3624,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","روايات","fiction","africa","arabic","sudan"
7496,24100,"Doris Lessing","The Golden Notebook",4,727,1465,3429,5023,4734,"https://images.gr-assets.com/books/1367457541m/24100.jpg","fiction","classics","feminism","literature","nobel"
7497,396266,"Jennifer Donnelly","The Winter Rose (The Tea Rose, #2)",4.5,158,348,1959,5495,7699,"https://images.gr-assets.com/books/1319665261m/396266.jpg","historical-fiction","romance","historical","fiction","romance"
7498,29923,"Jeff Shaara","The Last Full Measure (The Civil War Trilogy, #3)",4,64,218,1924,5063,5350,"https://images.gr-assets.com/books/1331939776m/29923.jpg","historical-fiction","civil-war","fiction","history","war"
7499,120461,"Éric-Emmanuel Schmitt","Oscar et la dame rose",4,255,663,2516,5141,7921,"https://images.gr-assets.com/books/1399593530m/120461.jpg","fiction","french","school","contemporary","french-literature"
7500,46676,"Harold S. Kushner","When Bad Things Happen to Good People",4,234,607,2414,3785,4525,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","self-help","non-fiction","spirituality","philosophy"
7501,17768,"Patrick O'Brian","Post Captain (Aubrey/Maturin, #2)",4.5,38,222,1761,5412,6308,"https://images.gr-assets.com/books/1375475591m/17768.jpg","fiction","historical-fiction","historical","adventure","aubrey-maturin"
7502,2208744,"Jessica Day George","Dragon Flight (Dragon Slippers, #2)",4,205,499,2840,5512,7404,"https://images.gr-assets.com/books/1441437868m/2208744.jpg","fantasy","dragons","young adult","adventure","young adult"
7503,730501,"Susan Coolidge","What Katy Did (Carr Family, #1)",4,311,914,3989,5256,5026,"https://images.gr-assets.com/books/1327538133m/730501.jpg","classics","children","fiction","children","children"
7504,766917,"Robert McCloskey","Homer Price (A Puffin Book)",4,253,666,3602,5764,6970,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","fiction","children","children","children"
7505,153782,"Tamora Pierce","Shatterglass (The Circle Opens, #4)",4,104,596,3731,6493,8309,"https://images.gr-assets.com/books/1366303866m/153782.jpg","young adult","fantasy","young adult","fiction","magic"
7506,18878,"David Eddings","The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",4.5,125,419,1945,4262,6751,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","fiction","fantasy","science fiction","fantasy"
7507,359194,"Philip G. Zimbardo","The Lucifer Effect: Understanding How Good People Turn Evil",4,345,741,2660,4809,4389,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","psychology","non-fiction","non-fiction","science","sociology"
7508,6606456,"Nancy Pickard","The Scent of Rain and Lightning",4,201,903,4337,7048,3436,"https://images.gr-assets.com/books/1320509039m/6606456.jpg","mystery","fiction","suspense","audio","kansas"
7509,361081,"Clive Cussler, Michael Pritchard","Pacific Vortex! (Dirk Pitt, #1)",4,220,913,4951,5693,3735,"https://images.gr-assets.com/books/1269478239m/361081.jpg","adventure","clive-cussler","fiction","thriller","dirk-pitt"
7511,23197269,"Kim Stanley Robinson","Aurora",3.5,316,1011,3163,4957,2803,"https://images.gr-assets.com/books/1436300570m/23197269.jpg","science fiction","science fiction","fiction","science fiction","science fiction"
7512,238137,"J.D. Robb","Purity in Death (In Death, #15)",4.5,30,198,2677,7394,9663,"https://images.gr-assets.com/books/1305124004m/238137.jpg","mystery","romance","j-d-robb","jd-robb","in-death"
7513,116343,"Mary  Stewart","The Hollow Hills (Arthurian Saga, #2)",4,47,286,2851,7117,7732,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","fiction","historical-fiction","arthurian","historical"
7514,303454,"Margaret Peterson Haddix","Among the Brave (Shadow Children, #5)",4,90,472,3307,6133,6983,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","dystopian","dystopian","science fiction","fiction"
7515,43081,"Rusty Young, Thomas McFadden","Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",4,71,334,1775,4716,5276,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","biography","travel","non-fiction","crime"
7516,1025039,"Fuyumi Soryo","Mars, Volume 01",4,460,754,2411,3337,7143,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","manga","romance","graphic novels","comics","shoujo"
7517,5553,"Richard Feynman","Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher",4,133,417,2123,4700,5867,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","non-fiction","popular-science","science","essays"
7518,688663,"Alice Waters","The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",4,405,516,2226,4091,5852,"https://images.gr-assets.com/books/1320458644m/688663.jpg","food","food","food","non-fiction","food"
7519,96980,"Piers Anthony","Centaur Aisle (Xanth, #4)",4,109,950,5612,5774,4085,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","xanth","fiction","piers-anthony","humor"
7520,332348,"Michelle Richmond","The Year of Fog",3.5,375,1625,4774,4499,1984,"https://images.gr-assets.com/books/1320513174m/332348.jpg","fiction","mystery","contemporary-fiction","contemporary","chick-lit"
7521,194479,"Marv Wolfman, George Pérez","Crisis on Infinite Earths",4,224,786,2906,4196,5238,"https://images.gr-assets.com/books/1327906696m/194479.jpg","comics","graphic novels","graphic novels","graphic-novel","dc-comics"
7522,24807,"John Hodgman","The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order",4,361,930,2830,4301,3513,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","humor","fiction","non-fiction","comedy","humour"
7524,19314,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman","Ronia, the Robber's Daughter",4.5,147,475,2623,6056,9059,"https://images.gr-assets.com/books/1451632787m/19314.jpg","fantasy","children","children","fiction","classics"
7525,7189177,"Kathy Reichs","Spider Bones (Temperance Brennan, #13)",4,182,881,4716,7139,5279,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","kathy-reichs","mystery","bones","crime"
7526,235127,"Andrew Clements","No Talking",4,264,875,3428,4864,5100,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","realistic-fiction","fiction","children","children","middle-grade"
7527,23602504,"Jo Nesbø, Neil Smith","Blood on Snow (Blood on Snow, #1)",3.5,371,1528,4993,4788,2259,"https://images.gr-assets.com/books/1422370944m/23602504.jpg","crime","fiction","mystery","thriller","scandinavian"
7528,13282015,"Elisabeth Naughton","Wait for Me (Against All Odds, #1)",4,268,783,3171,6659,5293,"https://images.gr-assets.com/books/1344212446m/13282015.jpg","romance","romantic-suspense","contemporary-romance","contemporary","suspense"
7529,12031532,"Tan Twan Eng","The Garden of Evening Mists",4,197,554,2244,5213,4957,"https://images.gr-assets.com/books/1333033941m/12031532.jpg","historical-fiction","fiction","asia","malaysia","war"
7531,696177,"Arina Tanemura","The Gentlemen's Alliance †, Vol. 1",4,645,1067,2618,2997,6104,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","manga","romance","mangas","graphic novels","manga-read"
7532,18775203,"Alice Clayton","Rusty Nailed (Cocktail, #2)",4,258,1134,5808,10237,8019,"https://images.gr-assets.com/books/1470670923m/18775203.jpg","romance","contemporary","contemporary-romance","funny","adult"
7533,94813,"Christine Feehan","Dark Guardian (Dark, #9)",4.5,133,461,2430,5402,9805,"https://images.gr-assets.com/books/1327896501m/94813.jpg","romance","paranormal","christine-feehan","romance","vampires"
7534,8492,"Frank E. Peretti","Prophet",4,230,723,3016,4130,4225,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","christianity","fiction","christianity","thriller","frank-peretti"
7535,18602341,"Danielle  Paige","The Wicked Will Rise (Dorothy Must Die, #2)",4,255,1094,5155,7240,4743,"https://images.gr-assets.com/books/1423841142m/18602341.jpg","fantasy","young adult","young adult","retellings","magic"
7536,313263,"Christine Feehan","Dark Fire (Dark, #6)",4.5,120,507,2802,5750,9765,"https://images.gr-assets.com/books/1269221471m/313263.jpg","romance","christine-feehan","romance","paranormal","vampires"
7537,20613761,"Claudia Rankine","Citizen: An American Lyric",4.5,248,407,1654,4840,7664,"https://images.gr-assets.com/books/1420944502m/20613761.jpg","poetry","non-fiction","non-fiction","race","essays"
7538,16387,"P.G. Wodehouse","Carry on, Jeeves (Jeeves, #3)",4.5,39,186,1983,6222,6714,"https://images.gr-assets.com/books/1358970388m/16387.jpg","fiction","humor","classics","humour","short-stories"
7539,1809175,"Sarah Prineas, Antonio Javier Caparo","The Magic Thief (Magic Thief, #1)",4,363,874,3396,5338,5289,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","magic","middle-grade","young adult","adventure"
7540,29393,"Michael Azerrad","Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991",4,233,335,1394,3987,4955,"https://images.gr-assets.com/books/1168029429m/29393.jpg","history","music","biography","punk","non-fiction"
7541,56353,"Rosalind Miles","I, Elizabeth",4,174,549,2614,4656,4360,"https://images.gr-assets.com/books/1403186670m/56353.jpg","historical-fiction","fiction","historical","history","tudors"
7543,80834,"Guy Delisle","Pyongyang: A Journey in North Korea",4,216,724,3271,6047,4321,"https://images.gr-assets.com/books/1327884533m/80834.jpg","graphic novels","graphic-novel","non-fiction","comics","graphic novels"
7544,5055,"Ken Follett","Night Over Water",4,148,799,4455,6174,3193,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","historical-fiction","thriller","ken-follett","mystery"
7545,18775284,"Courtney Maum","I Am Having So Much Fun Here Without You",3.5,539,1533,3835,3270,1702,"https://images.gr-assets.com/books/1403390765m/18775284.jpg","contemporary","romance","fiction","chick-lit","contemporary-fiction"
7546,22192,"Cecily von Ziegesar","All I Want is Everything (Gossip Girl, #3)",3.5,433,1879,5728,4270,3766,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","chick-lit","young adult","gossip-girl","fiction"
7547,407999,"Michael E. Porter","Competitive Strategy: Techniques for Analyzing Industries and Competitors",4,182,400,1890,3856,4759,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","business","strategy","business","non-fiction","personal-mba"
7548,255458,"Wayne A. Grudem","Systematic Theology: An Introduction to Biblical Doctrine",4,238,435,1504,3557,5757,"https://images.gr-assets.com/books/1328224325m/255458.jpg","theology","christian-life","reference","systematic-theology","christianity"
7549,380976,"Sue Grafton","P is for Peril (Kinsey Millhone, #16)",4,106,655,5617,7662,4472,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","sue-grafton","fiction","mystery","crime"
7550,25855506,"Sarah Andersen","Adulthood Is a Myth (Sarah's Scribbles, #1)",4,1669,1734,5824,11787,20209,"https://images.gr-assets.com/books/1481219756m/25855506.jpg","graphic novels","humor","graphic-novel","comics","non-fiction"
7551,301538,"R. Scott Bakker","The Darkness That Comes Before (The Prince of Nothing, #1)",4,738,1221,3012,5170,4414,"https://images.gr-assets.com/books/1421630062m/301538.jpg","fantasy","fiction","fantasy","fantasy","dark-fantasy"
7552,7841677,"Kristin Kimball","The Dirty Life: On Farming, Food, and Love",4,124,453,2389,5515,4186,"https://images.gr-assets.com/books/1277929135m/7841677.jpg","non-fiction","memoir","food","non-fiction","memoirs"
7553,9917998,"Jonathan Maberry","Dust & Decay (Rot & Ruin, #2)",4.5,159,345,1846,4991,7218,"https://images.gr-assets.com/books/1293823083m/9917998.jpg","zombies","young adult","horror","young adult","zombie"
7554,13574417,"Melissa Landers","Alienated (Alienated, #1)",4,480,1216,4086,7303,6898,"https://images.gr-assets.com/books/1384610045m/13574417.jpg","young adult","science fiction","aliens","romance","science fiction"
7556,52471,"Adriana Trigiani","Big Cherry Holler (Big Stone Gap, #2)",4,110,609,3763,6071,4201,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","chick-lit","romance","adriana-trigiani","adult"
7557,13069213,"Marcus Samuelsson","Yes, Chef",4,258,758,3497,5719,3172,"https://images.gr-assets.com/books/1329368167m/13069213.jpg","non-fiction","memoir","food","non-fiction","biography"
7558,90475,"Meg Cabot","Teen Idol",3.5,529,2631,7845,6621,4308,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","young adult","romance","meg-cabot","chick-lit"
7559,5587960,"Chimamanda Ngozi Adichie","The Thing Around Your Neck",4,49,295,2226,6191,5531,"https://images.gr-assets.com/books/1320413162m/5587960.jpg","short-stories","fiction","africa","nigeria","african-literature"
7560,27883214,"Stephanie Garber","Caraval",4,831,2531,7001,12105,13353,"https://images.gr-assets.com/books/1465563623m/27883214.jpg","fantasy","young adult","young adult","read-in-2017","romance"
7561,2179832,"James Frey","Bright Shiny Morning",4,332,966,2832,4244,3403,"https://images.gr-assets.com/books/1415586680m/2179832.jpg","fiction","general-fiction","james-frey","usa","drama"
7562,2267195,"Kate Chopin","The Story of an Hour",4,198,611,2944,4950,5984,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","school","classics","american-literature","literature","for-school"
7563,85391,"John Updike","Rabbit Is Rich (Rabbit Angstrom #3)",4,379,777,2914,4970,4260,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","classics","pulitzer-prize-winners","national-book-award","american"
7564,12752313,"Anna Quindlen","Lots of Candles, Plenty of Cake",3.5,311,1196,4029,5330,3255,"https://images.gr-assets.com/books/1330649974m/12752313.jpg","non-fiction","memoir","non-fiction","memoirs","biography"
7565,7531478,"Cheryl Rainfield","Scars",4,318,683,2056,3285,6634,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","young adult","abuse","mental-illness","realistic-fiction"
7566,5941079,"Mary Kay Andrews","The Fixer Upper",4,161,704,4204,6545,4199,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","chick-lit","fiction","romance","mary-kay-andrews","audio"
7568,129510,"Naomi Novik","Empire of Ivory (Temeraire, #4)",4,69,636,4407,7763,4637,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","dragons","historical-fiction","fiction","alternate-history"
7569,541920,"Rick Atkinson","An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",4,129,310,1730,4590,5819,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","history","non-fiction","wwii","world-war-ii","military"
7570,170618,"Mary Higgins Clark","Daddy's Little Girl",4,159,810,4703,5808,4424,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mary-higgins-clark","mystery","fiction","mystery","suspense"
7571,30343,"Sandra Brown","Ricochet",4,129,595,3619,5830,4663,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","sandra-brown","mystery","romance","romantic-suspense","suspense"
7572,199530,"Fannie Flagg","Can't Wait to Get to Heaven",4,178,784,3597,5491,4140,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","humor","fannie-flagg","southern","chick-lit"
